model,link,question_number,eng_question,wrong_in,n_wrong_langs
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation,2,"According to the passage, why were wooden wheels replaced by iron wheels?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing,1,"According to the passage, which of the following is not associated with pulling the bow?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Managing_Groups_and_Teams/Motivation,1,Which of the following is not something that content theories are centered on?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Pakistani_History/Prehistory/Bronze_Age/Indus_Valley_Civilization,2,Which of the following is not mentioned as a possible name for the Bronze Age Civilization discussed in the passage?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/The_Seven_Wonders_of_the_World/The_Temple_of_Artemis,1,Who is responsible for our knowledge of the arsonist that destroyed the temple?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Ocelot,1,Which of the following is not a part of an ocelot’s hunting method?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Biology/Origin_of_Life,1,"According to the passage, which of the following examples would hinder the process of evolution?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Bugs/Insects_Intro,2,Which of the following is not mentioned in the passage as something affected by an insect’s flying ability?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,1,"According to the passage, what is the process that allows atoms to eliminate excess energy from the light?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Time,2,"According to the passage, what aspect of an event is time used to compare?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Kings_and_Queens_of_England/Future_monarchs,1,"According to the passage, which of the following is considered typical for an heir to the throne?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian,1,At what time in history did Germany exert a strong cultural influence on Estonia?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:United_States_Charters_of_Freedom/Constitution,1,"According to the passage, which of the following was not an issue for the thirteen states when trying to impose certain laws?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti,1,"According to the passage, where do herbivores travel from in pursuit of the rains?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battleships,1,What is not mentioned as a necessary step in Italy’s plan to capture African countries?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,2,"During their first usage, submarines had a very limited range in what area?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park,2,"According to the passage, who made a comment regarding the uncomfortable heat level?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/A_5.6_Richter_quake_hits_Western_Montana,1,Where was the earthquake centered in relation to Butte?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Australian_treasurer_enters_nuclear_debate,1,Who is the leader of Australia's Liberal Party?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Bali_climate_change_conference_begins,2,"According to the passage, what does the U.N. hope to save?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,2,Which of following did Batten make a donation to?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Car_women%27s_rugby_7%27s_tournament,1,What wasn’t something that stood out about South Africa’s gameplay during the rugby tournament?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/China_promises_cut_in_carbon_dioxide_emissions,2,What was not mentioned by Hu?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage,1,What do performers encourage the audience to do during Camille Saint-Saens’ opera?,est,1
google_gemma-4-26b-a4b-it,"https://en.wikinews.org/wiki/Crossing_guard_killed_by_truck_in_Glasgow,_Scotland",1,Who was injured in the crash?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Dark_matter_lacks_extra_gravitational_force,1,Scientists working on the program were hoping to observe effects caused by which of the following?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Doctor_to_be_charged_after_mother%27s_death_in_Ohio,1,How was Dr. Malar Balasubramanian related to Saroja Balasubramanian?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Edmonton_prison_conflict_wounds_eight,1,"According to the passage, who did not interact with the inmates who remained in the yard post-fight?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad,2,"According to the passage, who admitted to the sanction’s effects on the Iranian economy?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Fighter_jet_crashes_during_Children%27s_Day_airshow_in_Thailand,1,What happened to the fire vehicle that responded to the crash of the JAS 39C Gripen? ,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,1,"According to the passage, what was the initial concern amongst officials regarding the Luno?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place,1,Where were televisions screens not set up for the funeral ceremony?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/German_judge_orders_life_sentence_for_nation%27s_%27first_Islamic-motivated_terror_attack%27,1,"According to the passage, how many people died in the attack?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit,1,When was Haiti’s last encounter with the disease before the spread caused by the peacekeepers?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Hollywood_sign_modified_to_read_%27Hollyweed%27,1,What is the suspected offender being investigated for?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Hollywood_sign_modified_to_read_%27Hollyweed%27,2,"When altering the sign, what did the suspect not do?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,1,"According to the passage, which of the following was the English tutor Karno not accused of?",est,1
google_gemma-4-26b-a4b-it,"https://en.wikinews.org/wiki/Hong_Kong_tourists_held_hostage_in_the_Philippines,_nine_killed",1,"According to the passage, who was not taken hostage by Rolando Mendoza?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,2,How does the disease transfer to humans?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,2,"According to the passage, when was the second sentence deleted?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,2,"According to the temporary restraining order mentioned in the passage, what must arrestees be allowed to have in order to be held longer than 24 hours?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,2,Which award was the movie not nominated for?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,1,When did Schumacher retire?,est,1
google_gemma-4-26b-a4b-it,"https://en.wikinews.org/wiki/Modern_radio_drama_Paranoria,_TX_releases_100th_episode",2,The station describes the show as having what kind of spin?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Mumbai_2008_attack_plotter_sentenced_to_35_years,2,Which mode of transportation did the militant group use to travel to Mumbai?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships,1,How many competitors did not finish the Giant Slalom?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,"As stated in the passage, which nation is affected by the signing of the Kyoto climate accord?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,2,Which statement does not accurately reflect the pest control trial?,fin,1
google_gemma-4-26b-a4b-it,"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials",2,What was not stated in Xinhua new agency’s earliest report?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,2,What was a the photographer attempting to do before he was struck by a vehicle?,est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,2,"According to the passage, which theory regarding the landforms indicates that there is geologic activity occurring on the moon?",est,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Senate_questions_Roberts_in_confirmation_hearings,1,Which belief did Roberts refrain from validating?,est,1
google_gemma-4-26b-a4b-it,"https://en.wikinews.org/wiki/Strong_6.3_earthquake_reported_in_Sumatra,_Indonesia",2,"According to the passage, what did the quake cause?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/U.S._President_arrives_in_Singapore,1,Who greeted George W. Bush upon his arrival in Asia?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Airline_alliances,1,"Based on the passage, when choosing a Frequent Flyer airline in an alliance, which of the following should you prioritize?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Auxiliary_languages,1,Which of these describes lingua francas languages?,est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Baltic_Sea_ferries,2,"According to the passage, if a passenger’s cruise is in the summer, what might they be able to avoid?",est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Caucasus,2,What continues to affect relations between Azerbaijan and Armenia?,est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Dangerous_animals,1,Which of the following should people avoid doing with moose?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Downhill_snowsports,2,"According to the passage, around what time was skiing first recognized as a sport?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Falkland_Islands,1,"Regarding the use of currency in the Falklands, which of the following statements is true?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/French_phrasebook,2,Which of the following is not the same in France as it is in Belgium or Switzerland?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Gestures,2,"According to the passage, which gesture might mean “come back”?",swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Hong_Kong,2,Which location would appeal to a tourist that prioritizes stunning views?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Hospitality_exchange,2,"Based on the passage, which of the following statements regarding hospitality exchange networks is not true?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Meteora,2,Which of the following clothing items is not likely to be available to borrow from a monastery? ,est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Midnight_sun,1,When would a visitor have the most opportunities to view stars while visiting Antarctic areas?,est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Moldova,2,Which of the following does the Transnistria Republic have that is different from the rest of Moldova?  ,swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Phone_service,2,How are the better call rates offered by some cards accessed?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Salar_de_Uyuni,1,"According to the passage, what would lower the cost of a tour?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Sleep,2,Which of the following is not mentioned in the passage as a benefit of booking through a travel agent?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Subtropical_rainforests,1,When should you be especially mindful of mosquitoes?,est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Tornado_safety,2,Which of these is an accurate characteristic of a tornado?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Travel_insurance,2,"According to the passage, which of the following does not need to be shown on the policy?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Travel_photography/Film,1,"According to the passage, which negative size reflects the film format used most commonly?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Vancouver,2,"According to the passage, which destination is most likely to offer travelers an authentic Vancouver experience?",est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/War_zone_safety,2,"According to the passage, which of the following subjects is most likely to be covered in a professional training class?",est,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/West_Africa,1,"According to the passage, which of the following would not be a recommended tip for women traveling in the area?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Working_abroad,1,What is likely to remain consistent about income tax across various countries?,swe,1
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/World%27s_Fair,2,Which of the following is a rule of a World’s Fair or International Exposition?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Europe/Luxembourg,2,Which of the following affected Luxembourg’s neutrality?,"est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc",1,Which of the following was not cited by Albert Muchanga as something that still needed to be agreed upon?,"est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Former_U.S._National_Security_Advisor_Zbigniew_Brzezinski_dies_aged_89,2,Who held the position of National Security Advisor until 1977?,"est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/US_President_Trump_announces_troop_withdrawal_from_Syria,1,Who delivered the statement regarding the US troops?,"est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,2,"According to the passage, which of the following will Amir Khan be supporting despite his personal opinion?","est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Downhill_snowsports,1,Who could be credited with popularizing skiing as a recreational activity?,"est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Flying_to_Africa,1,What does not need to be added in while comparing a total fare quote to Africa with a round-the-world fare?,"est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Guanajuato,2,"According to the passage, which of the following is not found in Jardín de la Unión?","est,fin,swe",3
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Accordion/Right_hand,2,"When playing the accordion, which of the following will help to increase the volume?","est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Lucid_Dreaming/Induction_Techniques,1,"After purposefully awakening during the normal sleep period, which of these would interfere with the sleep interruption process?","fin,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Modern_Photography/Composition,1,Which of the following is not an object of the rule of thirds?,"est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan,1,Which statement about The Drukgyal Dzong is not true?,"est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Tiger,1,Which of the following would not be considered a tiger’s greatest strength?,"fin,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,2,"According to the passage, which of the following accurately describes the hollow on the blade of a modern ice skate?","est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Kings_and_Queens_of_England/Future_monarchs,1,"According to the passage, which of the following is considered typical for an heir to the throne?","est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,1,"According to the passage, what does fusion allow stars to do?","est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Pyramids_of_Giza,1,"According to the passage, what quality of the Giza pyramids wasn’t likely to be marveled at by the New Kingdom Egyptians?","est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti,1,"According to the passage, where do herbivores travel from in pursuit of the rains?","est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Another_arrest_in_Minnesota_school_shooting,2,"According to the passage, while news was spreading about another arrest, funerals were being held for how many victims?","est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Bali_climate_change_conference_begins,2,"According to the passage, what does the U.N. hope to save?","est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City,2,Which club did Jesus receive a £27 million fee for joining?,"est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Burning_debris_from_satellites_spotted_over_several_US_cities,1,"Based on the passage, what information about the collision is not uncertain?","est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Canadian_Prime_Minister_Harper_agrees_to_send_%27Clean_Air_Act%27_to_committee,2,Who refuted that the “Clean Air Act” was being used as pre-election stunt?,"fin,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire,1,Which of the following aircraft accidents had the most fatalities?,"est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Antarctica,1,"According to the passage, which of the following could prevent a tourist from visiting Antarctica?","fin,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Gestures,1,"In rural parts of Malaysia, which gesture means “come over”?","fin,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Subtropical_rainforests,1,When should you be especially mindful of mosquitoes?,"est,swe",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Travel_advisories,1,"According to the passage, from where should a traveler obtain advice regarding the political situation in their destination city?","est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,1,Which of the following is not recommended advice for travelers visiting a developing country for the first time?,"est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Waterways,1,"According to the passage, in which location might visiting a castle be a worthwhile holiday excursion?","est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/World%27s_Fair,2,Which of the following is a rule of a World’s Fair or International Exposition?,"est,fin",2
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/American_Revolution/Ticonderoga_and_Bunker_Hill,1,Where were Colonel Stark’s troops situated?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Animal_Behavior/Biological_Rhythms,1,Which of the following will continue despite the presence of external cues?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,1,Which of the following is not mentioned in the passage as a primary benefit of student blogging?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Castles_of_England/The_Development_of_the_Castle,2,Which of the following is not mentioned in the passage as a smell or sound that could be conjured among castle ruins?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Castles_of_England/Tudor_Castles,2,Which of the following construction features would be considered atypical for Kirby Muxloe Castle during the time period described in the passage?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Training,1,"According to the passage, why might a middle distance runner purchase a more expensive piece of equipment?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,2,"According to the passage, which of the following is AI often associated with?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication,1,"According to the passage, which of the following would not be considered a micro-expression?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/European_History/Challenges_to_Spiritual_Authority,1,Which of the following aspects of the Catholic Church was not being scrutinized?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/European_History/Revolution_in_France,2,Which of the following was not forced upon the King and the Queen by the mob?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/French_Revolution/Effects,1,Which of the changes prompted by The French Revolution had a significant impact on working class citizens?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,2,Which of the following is utilized when representing a traffic stream mathematically?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science,2,"According to the passage, what doesn’t help guide scientific research?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing,1,"According to the passage, which of the following is not associated with pulling the bow?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Oldowan,1,"Based on the information in the passage, which of these should a primate eat to solve a “protein problem”?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Race_and_Ethnicity,2,"According to the passage, a child’s knowledge of racial stereotypes could have an impact on which of the following?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Socialization,1,"According to the passage, which of following is not likely to be consistent with the upbringing of a feral child?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Origami/Types/Pureland_Origami,2,Which of the following does not accurately describe Pureland origami?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Roman_Culture/Medicine,2,"According to the passage, which of the following is not attributed to the advancements made in the medical field during the Roman Empire?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Sikhism,1,"According to the passage, which statement about Sikhism does not accurately portray the religion?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Special_Needs/ADD,1,"According to the passage, what might children with Attention Deficit Disorder have a hard time focusing on?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Role,1,"Based on the information in the passage, which of these is not an example of scaffolding?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/The_Seven_Wonders_of_the_World/The_Temple_of_Artemis,1,Who is responsible for our knowledge of the arsonist that destroyed the temple?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan,2,Which statement accurately describes the outcome of the fire at the Drukgyal Dzong?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Biology/Kingdoms/Plants,1,What aides plants in the process of photosynthesis?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Bugs/Insects_Intro,2,Which of the following is not mentioned in the passage as something affected by an insect’s flying ability?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet,2,In which of the following locations were advanced sewage systems found?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,1,"According to the passage, what is the process that allows atoms to eliminate excess energy from the light?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,2,Which of the following could potentially be dangerous to touch while replacing a light bulb?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Time,2,"According to the passage, what aspect of an event is time used to compare?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian,1,At what time in history did Germany exert a strong cultural influence on Estonia?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon,1,"According to the passage, which of the following statements accurately describes the Moon’s outer layer?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,2,"During their first usage, submarines had a very limited range in what area?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/A_5.6_Richter_quake_hits_Western_Montana,1,Where was the earthquake centered in relation to Butte?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Australian_treasurer_enters_nuclear_debate,1,Who is the leader of Australia's Liberal Party?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,2,Which of following did Batten make a donation to?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Canadian_inspectors_to_test_food_ingredients_from_China,2,What did researchers use infrared spectroscopy to observe?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Canadian_professional_wrestler_Luna_Vachon_dies_aged_48,2,Who referred to Luna as “freaky”?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,1,"According to the passage, which of the following statements does not accurately reflect China's economy?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/China_promises_cut_in_carbon_dioxide_emissions,2,What was not mentioned by Hu?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage,1,What do performers encourage the audience to do during Camille Saint-Saens’ opera?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Dark_matter_lacks_extra_gravitational_force,1,Scientists working on the program were hoping to observe effects caused by which of the following?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Doctor_to_be_charged_after_mother%27s_death_in_Ohio,2,Where was the body of Sara Balasubramanian found?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Edmonton_prison_conflict_wounds_eight,1,"According to the passage, who did not interact with the inmates who remained in the yard post-fight?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad,2,"According to the passage, who admitted to the sanction’s effects on the Iranian economy?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Fighter_jet_crashes_during_Children%27s_Day_airshow_in_Thailand,1,What happened to the fire vehicle that responded to the crash of the JAS 39C Gripen? ,est,1
